episode,episode_reward,episode_steps,timesteps,fps,timestamp,seed
334,0.910000,165,103496,0,2026-03-23T18:45:36.641751,40093
335,0.910000,166,103560,0,2026-03-23T18:45:36.646333,60086
336,0.910000,165,103616,0,2026-03-23T18:45:36.650366,50092
337,1.870000,200,103936,0,2026-03-23T18:45:36.672994,71
338,5.490000,273,104768,0,2026-03-23T18:45:36.877480,20096
339,0.910000,166,104944,0,2026-03-23T18:45:36.890719,50093
340,19.160000,302,105592,0,2026-03-23T18:45:36.935590,70093
341,2.820000,212,105632,0,2026-03-23T18:45:36.938491,72
342,5.540000,272,105656,0,2026-03-23T18:45:36.940274,30068
343,12.080001,2500,106208,0,2026-03-23T18:45:36.976858,10078
344,7.309999,348,106344,0,2026-03-23T18:45:36.986341,60087
345,0.910000,166,106920,0,2026-03-23T18:45:37.173724,70094
346,25.610001,462,107192,0,2026-03-23T18:45:37.193399,40094
347,11.120001,336,107456,0,2026-03-23T18:45:37.211905,20097
348,7.360000,323,108216,0,2026-03-23T18:45:37.264141,73
349,17.809999,267,108344,0,2026-03-23T18:45:37.273102,10079
350,0.670000,166,108520,0,2026-03-23T18:45:37.285368,40095
351,7.250000,292,108680,0,2026-03-23T18:45:37.442197,60088
352,10.290000,428,109080,0,2026-03-23T18:45:37.469565,30069
353,5.490000,271,109624,0,2026-03-23T18:45:37.506480,20098
354,0.910000,165,109840,0,2026-03-23T18:45:37.523722,40096
355,3.780000,241,110144,0,2026-03-23T18:45:37.545699,74
356,3.780000,237,110240,0,2026-03-23T18:45:37.552420,10080
357,1.870000,196,110648,0,2026-03-23T18:45:37.728828,30070
358,0.670000,183,111088,0,2026-03-23T18:45:37.758047,20099
359,0.910000,165,111464,0,2026-03-23T18:45:37.782617,75
360,1.670000,198,112232,0,2026-03-23T18:45:37.833652,30071
361,3.300000,287,112536,0,2026-03-23T18:45:37.854624,10081
362,6.310000,347,112616,0,2026-03-23T18:45:37.860087,40097
363,2.430000,220,112848,0,2026-03-23T18:45:38.023794,20100
364,7.450000,259,113536,0,2026-03-23T18:45:38.070686,76
365,8.000000,287,114528,0,2026-03-23T18:45:38.136543,30072
366,4.730000,254,114648,0,2026-03-23T18:45:38.144662,40098
367,16.910002,268,114992,0,2026-03-23T18:45:38.314774,20101
368,0.910000,165,115848,0,2026-03-23T18:45:38.373040,30073
369,9.180000,427,115952,0,2026-03-23T18:45:38.380033,10082
370,10.980000,365,116456,0,2026-03-23T18:45:38.412920,77
371,5.090000,243,116592,0,2026-03-23T18:45:38.422127,40099
372,7.559999,355,118792,0,2026-03-23T18:45:38.857088,10083
373,4.500000,303,118880,0,2026-03-23T18:45:38.863307,78
374,16.570000,517,119128,0,2026-03-23T18:45:38.880589,20102
375,8.870001,360,119472,0,2026-03-23T18:45:38.904849,40100
376,-1.240000,149,120664,0,2026-03-23T18:45:38.981404,40101
377,5.050000,244,120832,0,2026-03-23T18:45:38.993338,79
378,17.910000,266,120920,0,2026-03-23T18:45:39.146365,10084
379,-0.290000,164,122232,0,2026-03-23T18:45:39.233387,10085
380,11.889999,413,122432,0,2026-03-23T18:45:39.247621,20103
381,3.490000,247,122640,0,2026-03-23T18:45:39.262016,40102
382,6.960000,289,123144,0,2026-03-23T18:45:39.444558,80
383,2.820000,212,123928,0,2026-03-23T18:45:39.496347,10086
384,1.670000,193,123976,0,2026-03-23T18:45:39.499639,20104
385,28.880001,2500,124944,0,2026-03-23T18:45:39.707645,50094
386,8.640000,347,125416,0,2026-03-23T18:45:39.739453,40103
387,2.820000,206,125624,0,2026-03-23T18:45:39.752906,20105
388,9.510000,365,126064,0,2026-03-23T18:45:39.781882,81
389,1.870000,200,126544,0,2026-03-23T18:45:39.813910,50095
390,10.070001,2500,126920,0,2026-03-23T18:45:39.842687,70095
391,16.139999,227,127440,0,2026-03-23T18:45:40.023640,20106
392,5.500000,298,127800,0,2026-03-23T18:45:40.048294,40104
393,0.910000,166,128248,0,2026-03-23T18:45:40.078158,70096
394,15.990002,227,128360,0,2026-03-23T18:45:40.085449,50096
395,42.519989,2500,128680,0,2026-03-23T18:45:40.106289,60089
396,0.910000,166,129128,0,2026-03-23T18:45:40.283390,40105
397,0.910000,166,129576,0,2026-03-23T18:45:40.313394,70097
398,3.690001,279,129672,0,2026-03-23T18:45:40.319732,20107
399,-0.290000,164,129992,0,2026-03-23T18:45:40.340465,60090
400,1.390000,246,131096,0,2026-03-23T18:45:40.559588,40106
401,3.730000,239,131488,0,2026-03-23T18:45:40.587222,70098
402,12.950000,460,132040,0,2026-03-23T18:45:40.623639,50097
403,1.820000,206,132744,0,2026-03-23T18:45:40.669546,40107
404,8.360000,346,132760,0,2026-03-23T18:45:40.670939,60091
405,12.130000,397,132848,0,2026-03-23T18:45:40.676965,20108
406,5.300000,293,133832,0,2026-03-23T18:45:40.889929,70099
407,0.670000,191,134376,0,2026-03-23T18:45:40.926744,20109
408,5.600000,310,135240,0,2026-03-23T18:45:41.130056,60092
409,9.070000,323,135328,0,2026-03-23T18:45:41.136156,40108
410,23.250002,423,135424,0,2026-03-23T18:45:41.143172,50098
411,0.910000,166,135704,0,2026-03-23T18:45:41.161267,20110
412,13.470000,2500,135848,0,2026-03-23T18:45:41.170902,30074
413,22.539999,409,137104,0,2026-03-23T18:45:41.251476,70100
414,3.730000,245,137200,0,2026-03-23T18:45:41.257921,60093
415,0.580000,225,137224,0,2026-03-23T18:45:41.405466,50099
416,2.820000,207,137360,0,2026-03-23T18:45:41.415548,20111
417,2.820000,205,137488,0,2026-03-23T18:45:41.424517,30075
418,0.910000,165,138544,0,2026-03-23T18:45:41.494418,50100
